2A simple 144.59 
2B simple 146.72 
2C simple 146.17 
3A simple 144.17 
3B1 simple 144.47 
3B2 simple 145.74 
3B3 simple 147.99 
3B4 simple 144.55 
3C simple 143.97 
3D simple 148.62 
