2A simple 225.45 
2B simple 228.30 
2C simple 227.81 
3A simple 225.49 
3B1 simple 225.54 
3B2 simple 228.30 
3B3 simple 228.48 
3B4 simple 228.93 
3C simple 225.63 
3D simple 226.52 
